//###########################################################################################################################
//#                                                                                                                         #
//#  Soil_Layer_Data :: Soil Layer Data to generate Wave propagation or Deconvulation Input in DeepSoil                     #
//#  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -                                      #
//#                                                                                                                         #
//#                                                                                                                         #
//#  GITHUB:: https://github.com/SumeetSinha/Python-Scripts.git                                                             #
//#                                                                                                                         #
//#                                                                                                                         #
//#  Sumeet Kumar Sinha (September,2017)                                                                                    #
//#  Computational Geomechanics Group                                                                                       #
//#  University of California, Davis                                                                                        #
//#  s u m e e t k s i n h a . c o m                                                                                        #
//########################################################################################################################### 


// Each Line represents a layer in DeepSoil
// Num points is always 2
// Thickness[m]  Unit_Weight[kN/m^3]  Shear_Velocity[m/s]  Num_Points[#]      Damping[%]

0.5		18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5		18.0	    500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5		18.0	    500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
0.5	    18.0		500		2		5
